"Indicator","PUBLISH STATES","Year","WHO region","Country","Sex","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Africa","Madagascar","Male","14.8 [9.1-23.0]","14.77670","9.09000","23.02350","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Africa","Madagascar","Male","13.4 [8.0-21.3]","13.44670","8.04000","21.29110","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Africa","Madagascar","Both sexes","10.6 [6.6-16.2]","10.56180","6.58000","16.19490","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Africa","Madagascar","Female","5.5 [3.2-8.9]","5.53000","3.21000","8.87000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Africa","Madagascar","Male","15.7 [9.9-24.0]","15.74480","9.91000","23.96880","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Africa","Madagascar","Both sexes","9.2 [5.4-14.7]","9.18000","5.40000","14.67050","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Africa","Madagascar","Both sexes","9.5 [5.7-15.0]","9.47000","5.65000","15.01620","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Africa","Madagascar","Both sexes","10.2 [6.2-15.9]","10.20520","6.21000","15.88070","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Africa","Madagascar","Female","5.4 [3.1-8.8]","5.42000","3.13000","8.80000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Africa","Madagascar","Male","13.3 [7.9-21.1]","13.33220","7.90000","21.14580","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Africa","Madagascar","Male","15.8 [10.1-24.1]","15.83390","10.05900","24.05230","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Africa","Madagascar","Both sexes","9.2 [5.5-14.7]","9.24000","5.46000","14.74730","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Africa","Madagascar","Female","6.1 [3.7-9.6]","6.12000","3.71000","9.58000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Africa","Madagascar","Female","6.0 [3.6-9.4]","5.95000","3.58000","9.37000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Africa","Madagascar","Female","6.3 [3.9-9.9]","6.34000","3.87000","9.88000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Africa","Madagascar","Both sexes","9.9 [6.0-15.5]","9.89000","5.99000","15.46390","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Africa","Madagascar","Both sexes","10.6 [6.6-16.4]","10.61300","6.57000","16.38640","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Africa","Madagascar","Male","14.3 [8.7-22.2]","14.27030","8.72000","22.24650","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Africa","Madagascar","Male","14.4 [8.8-22.4]","14.40650","8.82000","22.38160","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","South-East Asia","Maldives","Both sexes","2.8 [1.8-4.1]","2.80000","1.83000","4.10000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","South-East Asia","Maldives","Female","1.0 [0.6-1.6]","1.01000","0.62300","1.55000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","South-East Asia","Maldives","Both sexes","3.8 [2.4-5.7]","3.83000","2.44000","5.69000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","South-East Asia","Maldives","Male","4.4 [2.9-6.4]","4.41000","2.91000","6.41000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","South-East Asia","Maldives","Female","1.9 [1.1-2.9]","1.85000","1.12000","2.92000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","South-East Asia","Maldives","Both sexes","3.8 [2.4-5.6]","3.77000","2.43000","5.57000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","South-East Asia","Maldives","Male","4.7 [3.1-6.9]","4.71000","3.12000","6.88000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","South-East Asia","Maldives","Female","1.7 [1.0-2.7]","1.70000","1.03000","2.65000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","South-East Asia","Maldives","Female","1.3 [0.8-2.0]","1.31000","0.80600","2.03000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","South-East Asia","Maldives","Both sexes","2.9 [1.9-4.2]","2.88000","1.89000","4.24000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","South-East Asia","Maldives","Female","1.0 [0.6-1.5]","0.95600","0.59100","1.47000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","South-East Asia","Maldives","Female","1.2 [0.7-1.9]","1.21000","0.74900","1.88000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","South-East Asia","Maldives","Male","4.6 [2.9-6.8]","4.61000","2.94000","6.76000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","South-East Asia","Maldives","Male","4.4 [2.9-6.5]","4.44000","2.94000","6.46000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","South-East Asia","Maldives","Male","5.6 [3.7-8.2]","5.63000","3.69000","8.22000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","South-East Asia","Maldives","Both sexes","4.7 [2.9-7.1]","4.69000","2.93000","7.05000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","South-East Asia","Maldives","Female","2.3 [1.3-3.6]","2.27000","1.34000","3.63000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","South-East Asia","Maldives","Female","0.9 [0.5-1.4]","0.88500","0.54500","1.35000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","South-East Asia","Maldives","Male","4.7 [3.1-6.9]","4.72000","3.05000","6.90000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","South-East Asia","Maldives","Both sexes","3.5 [2.3-5.1]","3.49000","2.28000","5.13000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","South-East Asia","Maldives","Male","5.5 [3.6-8.0]","5.51000","3.64000","8.04000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","South-East Asia","Maldives","Both sexes","2.9 [1.9-4.2]","2.88000","1.87000","4.21000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","South-East Asia","Maldives","Both sexes","3.0 [1.9-4.3]","2.95000","1.91000","4.31000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","South-East Asia","Maldives","Male","4.3 [2.8-6.2]","4.27000","2.81000","6.21000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","South-East Asia","Maldives","Female","0.9 [0.6-1.4]","0.92800","0.57000","1.43000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","South-East Asia","Maldives","Male","7.1 [4.5-10.4]","7.05000","4.49000","10.40530","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","South-East Asia","Maldives","Male","5.9 [3.8-8.7]","5.88000","3.78000","8.65000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","South-East Asia","Maldives","Male","5.9 [3.9-8.7]","5.94000","3.87000","8.71000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","South-East Asia","Maldives","Male","4.3 [2.7-6.4]","4.31000","2.73000","6.38000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","South-East Asia","Maldives","Both sexes","3.2 [2.0-4.6]","3.15000","2.03000","4.62000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","South-East Asia","Maldives","Male","7.8 [4.8-11.6]","7.79000","4.84000","11.59710","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","South-East Asia","Maldives","Male","5.2 [3.4-7.5]","5.15000","3.41000","7.54000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","South-East Asia","Maldives","Female","1.1 [0.7-1.6]","1.05000","0.65200","1.63000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","South-East Asia","Maldives","Male","4.1 [2.6-6.1]","4.07000","2.56000","6.07000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","South-East Asia","Maldives","Female","1.1 [0.7-1.7]","1.09000","0.67600","1.68000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","South-East Asia","Maldives","Female","0.9 [0.5-1.3]","0.85400","0.51000","1.34000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","South-East Asia","Maldives","Both sexes","3.1 [2.0-4.5]","3.05000","2.00000","4.49000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","South-East Asia","Maldives","Both sexes","3.3 [2.2-4.9]","3.29000","2.15000","4.86000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","South-East Asia","Maldives","Both sexes","2.8 [1.7-4.1]","2.76000","1.73000","4.13000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","South-East Asia","Maldives","Female","2.1 [1.2-3.3]","2.08000","1.24000","3.30000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","South-East Asia","Maldives","Both sexes","3.6 [2.3-5.3]","3.57000","2.32000","5.26000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","South-East Asia","Maldives","Female","0.8 [0.5-1.3]","0.84900","0.51700","1.31000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","South-East Asia","Maldives","Both sexes","2.9 [1.9-4.2]","2.88000","1.88000","4.22000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","South-East Asia","Maldives","Female","0.9 [0.5-1.3]","0.85400","0.52200","1.31000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","South-East Asia","Maldives","Female","0.9 [0.5-1.3]","0.85100","0.51100","1.32000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","South-East Asia","Maldives","Female","0.8 [0.5-1.3]","0.83900","0.51300","1.29000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","South-East Asia","Maldives","Male","6.0 [3.9-8.8]","5.97000","3.85000","8.78000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","South-East Asia","Maldives","Both sexes","5.3 [3.2-8.1]","5.30000","3.23000","8.05000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","South-East Asia","Maldives","Both sexes","2.9 [1.9-4.3]","2.92000","1.85000","4.34000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","South-East Asia","Maldives","Female","0.9 [0.5-1.3]","0.86500","0.53000","1.33000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","South-East Asia","Maldives","Female","1.4 [0.9-2.2]","1.43000","0.87900","2.22000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","South-East Asia","Maldives","Both sexes","3.1 [2.0-4.6]","3.11000","1.98000","4.58000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","South-East Asia","Maldives","Male","4.4 [2.9-6.4]","4.37000","2.85000","6.35000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","South-East Asia","Maldives","Male","8.1 [5.0-12.1]","8.07000","4.97000","12.09020","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","South-East Asia","Maldives","Both sexes","3.8 [2.5-5.7]","3.83000","2.45000","5.68000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","South-East Asia","Maldives","Both sexes","4.6 [2.9-6.8]","4.55000","2.87000","6.79000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","South-East Asia","Maldives","Both sexes","5.1 [3.1-7.7]","5.08000","3.12000","7.66000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","South-East Asia","Maldives","Male","7.2 [4.6-10.7]","7.23000","4.55000","10.72850","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","South-East Asia","Maldives","Female","1.1 [0.7-1.8]","1.14000","0.70500","1.76000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","South-East Asia","Maldives","Male","4.4 [2.9-6.5]","4.44000","2.89000","6.46000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Americas","Mexico","Male","7.2 [6.8-12.4]","7.17000","6.82000","12.44590","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Americas","Mexico","Female","1.9 [1.8-2.1]","1.92000","1.80000","2.05000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Americas","Mexico","Female","1.4 [1.3-1.5]","1.41000","1.33000","1.51000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Americas","Mexico","Female","1.4 [1.3-5.4]","1.41000","1.31000","5.42000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Americas","Mexico","Male","8.1 [7.7-8.5]","8.11000","7.72000","8.50000","","",""
